chr	pos	cM
chr17	351061	1.220251
chr17	354968	1.237784
chr17	360023	1.261074
chr17	360289	1.26244
chr17	360312	1.262565
chr17	360629	1.264383
chr17	362940	1.278131
chr17	364611	1.287495
chr17	366972	1.299457
chr17	368038	1.304396
chr17	368076	1.304562
chr17	368354	1.305763
chr17	368675	1.306808
chr17	368918	1.307467
chr17	369795	1.308328
chr17	370594	1.30903
chr17	371487	1.30981
chr17	372893	1.311036
chr17	373191	1.311296
chr17	373337	1.311423
chr17	376958	1.31458
chr17	378886	1.316429
chr17	379187	1.316728
chr17	383619	1.321491
chr17	387876	1.326216
chr17	392044	1.330783
chr17	395394	1.333784
chr17	395521	1.333895
chr17	395564	1.333929
chr17	407766	1.342847
chr17	412832	1.346408
chr17	415725	1.348407
chr17	421142	1.352075
chr17	422521	1.353511
chr17	426225	1.435238
chr17	427142	1.455398
chr17	427811	1.470104
chr17	428342	1.471185
chr17	428511	1.471398
chr17	431155	1.472292
chr17	431255	1.472327
chr17	433545	1.473114
chr17	434474	1.473431
chr17	435486	1.473783
chr17	435685	1.473889
chr17	435885	1.474049
chr17	436199	1.474352
chr17	436748	1.475064
chr17	436858	1.475209
chr17	438357	1.477228
chr17	438395	1.477278
chr17	440669	1.480249
chr17	442185	1.482293
chr17	443347	1.483859
chr17	444466	1.485025
chr17	445492	1.485732
chr17	494512	1.511812
chr17	494808	1.512086
chr17	494867	1.512189
chr17	497719	1.519291
chr17	498607	1.522881
chr17	499603	1.527004
chr17	501377	1.534117
chr17	504225	1.540273
chr17	507211	1.541185
chr17	508129	1.541365
chr17	510763	1.541876
chr17	512427	1.542199
chr17	516793	1.543128
chr17	516925	1.543156
chr17	517227	1.543216
chr17	518076	1.543383
chr17	518197	1.543407
chr17	518515	1.543468
chr17	519656	1.543686
chr17	519811	1.543716
chr17	520655	1.543877
chr17	521640	1.544065
chr17	521859	1.544106
chr17	522876	1.5443
chr17	523511	1.544422
chr17	524831	1.544674
chr17	525007	1.544708
chr17	525354	1.544794
chr17	527005	1.545293
chr17	528350	1.545971
chr17	529231	1.54667
chr17	529761	1.546864
chr17	531009	1.547232
chr17	531370	1.547335
chr17	532656	1.547703
chr17	532981	1.547796
chr17	533068	1.547821
chr17	533608	1.547977
chr17	533660	1.547992
chr17	535884	1.548631
chr17	537247	1.548812
chr17	537257	1.548813
chr17	538035	1.548898
chr17	542771	1.549339
chr17	542922	1.549353
chr17	544802	1.549545
chr17	549450	1.562987
chr17	549658	1.563578
chr17	551745	1.569315
chr17	552574	1.571594
chr17	559083	1.58906
chr17	560603	1.591243
chr17	561019	1.591834
chr17	561592	1.59262
chr17	562093	1.593079
chr17	562535	1.593303
chr17	563231	1.593711
chr17	564717	1.593996
chr17	564952	1.59403
chr17	567074	1.594261
chr17	567093	1.594263
chr17	568663	1.594421
chr17	572682	1.59482
chr17	573111	1.594863
chr17	574231	1.594975
chr17	583581	1.595909
chr17	584197	1.595971
chr17	585020	1.596053
chr17	585366	1.596088
chr17	585485	1.5961
chr17	585803	1.596131
chr17	586191	1.59617
chr17	586776	1.596229
chr17	587068	1.596258
chr17	587737	1.596325
chr17	588011	1.596353
chr17	588484	1.5964
chr17	596503	1.597202
chr17	599945	1.597546
chr17	600519	1.597608
chr17	600978	1.597752
chr17	601219	1.597937
chr17	601738	1.598528
chr17	601922	1.598782
chr17	601987	1.598899
chr17	602010	1.598948
chr17	602531	1.600194
chr17	602630	1.600295
chr17	603568	1.600885
chr17	603798	1.600942
chr17	606279	1.601242
chr17	606593	1.601281
chr17	607467	1.601387
chr17	607916	1.601449
chr17	607950	1.601453
chr17	611440	1.60189
chr17	614071	1.60222
chr17	614179	1.602233
chr17	614281	1.602548
chr17	614667	1.60261
chr17	614830	1.60263
chr17	614880	1.602636
chr17	616085	1.602767
chr17	617074	1.602861
chr17	621057	1.603211
chr17	621086	1.603213
chr17	621151	1.603219
chr17	624431	1.603507
chr17	625628	1.603614
chr17	625896	1.603639
chr17	626355	1.603682
chr17	626596	1.603704
chr17	626632	1.603708
chr17	627099	1.603754
chr17	628318	1.603881
chr17	628489	1.603899
chr17	630268	1.604091
chr17	630348	1.604101
chr17	630810	1.604159
chr17	631285	1.604216
chr17	632201	1.604285
chr17	632287	1.60429
chr17	632958	1.604317
chr17	633174	1.604325
chr17	633797	1.604345
chr17	645263	1.604709
chr17	650840	1.604887
chr17	651273	1.604901
chr17	653532	1.604978
chr17	653644	1.604982
chr17	654811	1.605022
chr17	656299	1.605073
chr17	656648	1.605085
chr17	657183	1.605106
chr17	657364	1.605123
chr17	657611	1.60518
chr17	658898	1.60563
chr17	659004	1.605667
chr17	659193	1.605722
chr17	659238	1.605732
chr17	659255	1.605736
chr17	659267	1.605739
chr17	660098	1.605898
chr17	660527	1.60598
chr17	664715	1.606779
chr17	664913	1.606811
chr17	665330	1.606851
chr17	666376	1.606908
chr17	667148	1.606947
chr17	668391	1.607009
chr17	668600	1.607024
chr17	668687	1.607032
chr17	670474	1.607207
chr17	670730	1.607235
chr17	670805	1.607243
chr17	671742	1.607354
chr17	672264	1.607416
chr17	673277	1.60758
chr17	673500	1.607621
chr17	673919	1.6077
chr17	673921	1.6077
chr17	674555	1.607781
chr17	674650	1.607792
chr17	674723	1.6078
chr17	674940	1.607821
chr17	675270	1.607851
chr17	675347	1.607857
chr17	675441	1.607865
chr17	676053	1.60791
chr17	676130	1.607915
chr17	676392	1.607933
chr17	676489	1.607939
chr17	676536	1.607941
chr17	677239	1.607975
chr17	681033	1.608142
chr17	681098	1.608145
chr17	681759	1.608173
chr17	681930	1.608181
chr17	682235	1.608193
chr17	685089	1.608311
chr17	687838	1.608425
chr17	689770	1.608508
chr17	690360	1.608534
chr17	690579	1.608547
chr17	693732	1.608797
chr17	694070	1.608856
chr17	695000	1.609095
chr17	695071	1.609116
chr17	696571	1.60965
chr17	696684	1.609716
chr17	697017	1.609978
chr17	697262	1.610179
chr17	697495	1.610253
chr17	697778	1.6103
chr17	699021	1.610453
chr17	699229	1.610467
chr17	704046	1.61067
chr17	704969	1.610709
chr17	705141	1.610717
chr17	706035	1.610754
chr17	709368	1.610894
chr17	710261	1.610975
chr17	711254	1.611106
chr17	711559	1.611174
chr17	712116	1.611327
chr17	713021	1.611603
chr17	714629	1.612477
chr17	714799	1.612672
chr17	714860	1.612741
chr17	715718	1.613897
chr17	715725	1.613906
chr17	715922	1.61416
chr17	716602	1.614639
chr17	717171	1.614818
chr17	719257	1.615422
chr17	721436	1.616052
chr17	721625	1.616106
chr17	723122	1.61654
chr17	726435	1.617499
chr17	726656	1.617705
chr17	727123	1.618324
chr17	729185	1.621815
chr17	729665	1.624094
chr17	729948	1.625439
chr17	733582	1.642665
chr17	733707	1.643027
chr17	736087	1.645298
chr17	736364	1.645639
chr17	736603	1.6459
chr17	739688	1.64793
chr17	740186	1.64826
chr17	740877	1.64873
chr17	741601	1.649222
chr17	741746	1.649317
chr17	744946	1.651027
chr17	745258	1.651162
chr17	745827	1.65137
chr17	745992	1.651431
chr17	746307	1.651543
chr17	746695	1.651678
chr17	750578	1.653021
chr17	750747	1.653082
chr17	752680	1.653806
chr17	754490	1.654467
chr17	754575	1.654493
chr17	758211	1.655422
chr17	758738	1.65555
chr17	759133	1.655642
chr17	760926	1.656052
chr17	764137	1.656781
chr17	769044	1.657872
chr17	770655	1.658239
chr17	771153	1.658346
chr17	773986	1.65891
chr17	774219	1.658952
chr17	777300	1.659447
chr17	781021	1.66001
chr17	781489	1.660079
chr17	782512	1.66023
chr17	784603	1.660537
chr17	784894	1.66058
chr17	784989	1.660594
chr17	789280	1.661223
chr17	790114	1.661363
chr17	790176	1.661384
chr17	792776	1.662761
chr17	794936	1.664231
chr17	795424	1.664814
chr17	796780	1.716602
chr17	797882	1.75869
chr17	802769	1.788391
chr17	803622	1.793423
chr17	807707	1.814262
chr17	808786	1.819573
chr17	809293	1.821913
chr17	812542	1.83547
chr17	816212	1.840716
chr17	817774	1.842812
chr17	823892	1.848457
chr17	824790	1.849289
chr17	825846	1.85027
chr17	826951	1.851298
chr17	828918	1.853131
chr17	829043	1.853248
chr17	830498	1.854603
chr17	830533	1.854648
chr17	830647	1.854841
chr17	831107	1.855763
chr17	831359	1.856381
chr17	831919	1.857903
chr17	832061	1.858246
chr17	832122	1.858385
chr17	832528	1.859288
chr17	832810	1.860117
chr17	833687	1.879452
chr17	835613	1.926324
chr17	840166	1.967748
chr17	840989	1.975223
chr17	842147	1.98563
chr17	842498	1.988781
chr17	842534	1.989014
chr17	843592	1.991095
chr17	843641	1.991181
chr17	846462	1.995563
chr17	846575	1.995739
chr17	846815	1.996115
chr17	848763	1.99918
chr17	851360	2.003369
chr17	851880	2.00427
chr17	852086	2.004623
chr17	852871	2.006011
chr17	853112	2.006434
chr17	860832	2.013487
chr17	864995	2.017394
chr17	865182	2.017538
chr17	866227	2.018346
chr17	869403	2.023455
chr17	871811	2.027333
chr17	872094	2.028057
chr17	874260	2.039441
chr17	875010	2.044111
chr17	876485	2.053476
chr17	877800	2.065345
chr17	877803	2.065372
chr17	877806	2.065406
chr17	877998	2.068014
chr17	878100	2.069403
chr17	878167	2.070317
chr17	878293	2.072324
chr17	878708	2.078983
chr17	879176	2.086492
chr17	879430	2.090359
chr17	879659	2.093535
chr17	879712	2.094201
chr17	879758	2.094773
chr17	879809	2.095388
chr17	879878	2.096063
chr17	880340	2.099355
chr17	881177	2.105182
chr17	881396	2.106705
chr17	881723	2.108978
chr17	883114	2.118581
chr17	883588	2.119403
chr17	883696	2.11959
chr17	884544	2.121061
chr17	884913	2.121719
chr17	885156	2.122149
chr17	885522	2.122793
chr17	885997	2.123717
chr17	886045	2.123809
chr17	887291	2.126197
chr17	887328	2.126268
chr17	887505	2.126598
chr17	887563	2.126689
chr17	888098	2.127368
chr17	889877	2.129082
chr17	889907	2.129111
chr17	889967	2.12917
chr17	890131	2.129335
chr17	890765	2.129973
chr17	891593	2.130805
chr17	891971	2.131185
chr17	892595	2.131813
chr17	892851	2.132078
chr17	893132	2.13237
chr17	893265	2.132508
chr17	894827	2.134129
chr17	895525	2.134856
chr17	896547	2.138273
chr17	896557	2.138308
chr17	896607	2.138486
chr17	896693	2.138791
chr17	896810	2.139248
chr17	897203	2.140783
chr17	897328	2.141212
chr17	897353	2.141282
chr17	898261	2.143213
chr17	900770	2.1486
chr17	900818	2.148687
chr17	901512	2.1497
chr17	903943	2.153247
chr17	906403	2.156829
chr17	908634	2.160062
chr17	909164	2.160842
chr17	909251	2.160979
chr17	909453	2.161331
chr17	909510	2.161449
chr17	909892	2.162325
chr17	910084	2.162776
chr17	910559	2.163931
chr17	910635	2.164115
chr17	910754	2.164424
chr17	911080	2.165268
chr17	911178	2.165522
chr17	911289	2.16581
chr17	911930	2.167467
chr17	912383	2.168637
chr17	912428	2.168765
chr17	912561	2.169142
chr17	913010	2.170627
chr17	913855	2.174676
chr17	913876	2.175059
chr17	915281	2.217598
chr17	916444	2.252811
chr17	917084	2.272188
chr17	917085	2.272218
chr17	917152	2.274247
chr17	918021	2.300553
chr17	919492	2.345082
chr17	920583	2.377729
chr17	923367	2.423828
chr17	923723	2.429755
chr17	923791	2.430896
chr17	924783	2.447596
chr17	924986	2.450585
chr17	927869	2.48659
chr17	928427	2.490464
chr17	929127	2.495017
chr17	929918	2.500141
chr17	929944	2.500297
chr17	930497	2.502027
chr17	930550	2.502119
chr17	930682	2.502283
chr17	930747	2.502362
chr17	932262	2.504137
chr17	932778	2.504743
chr17	932993	2.505023
chr17	933015	2.505075
chr17	933025	2.50511
chr17	933277	2.506289
chr17	933301	2.506426
chr17	933357	2.506746
chr17	933380	2.506883
chr17	933391	2.506951
chr17	933435	2.507242
chr17	933476	2.507561
chr17	934020	2.513063
chr17	934515	2.518083
chr17	934557	2.518509
chr17	934935	2.522165
chr17	936141	2.532373
chr17	936217	2.532975
chr17	936338	2.533904
chr17	936724	2.536847
chr17	937489	2.542764
chr17	937565	2.543371
chr17	937657	2.544201
chr17	937752	2.545197
chr17	937754	2.545219
chr17	939211	2.563471
chr17	943241	2.614272
chr17	943808	2.621414
chr17	944274	2.626812
chr17	944484	2.627658
chr17	944936	2.628325
chr17	945029	2.628449
chr17	946815	2.630575
chr17	946986	2.630778
chr17	947302	2.631151
chr17	948634	2.632721
chr17	950392	2.634793
chr17	954017	2.639287
chr17	957986	2.7286
chr17	958293	2.735543
chr17	959009	2.751736
chr17	959020	2.751985
chr17	959385	2.760239
chr17	960222	2.76762
chr17	960311	2.768405
chr17	960346	2.768713
chr17	962259	2.785579
chr17	962302	2.785961
chr17	964224	2.803006
chr17	965251	2.812439
chr17	966979	2.828309
chr17	969539	2.851837
chr17	969846	2.85466
chr17	970868	2.864059
chr17	971356	2.868543
chr17	974686	2.897972
chr17	975911	2.899892
chr17	977413	2.902028
chr17	977951	2.902793
chr17	978236	2.903187
chr17	981370	2.907378
chr17	992950	2.92272
chr17	993062	2.922872
chr17	998590	2.930524
chr17	999082	2.931637
chr17	1001743	2.937678
chr17	1004667	2.945737
chr17	1005262	2.947734
chr17	1005555	2.948752
chr17	1006211	2.951106
chr17	1006413	2.951813
chr17	1008054	2.956668
chr17	1010340	2.968694
chr17	1012128	2.987855
chr17	1013906	3.006935
chr17	1020029	3.072627
chr17	1020676	3.079
chr17	1022524	3.093518
chr17	1024424	3.098669
chr17	1025477	3.101428
chr17	1025936	3.102857
chr17	1025971	3.103005
chr17	1026384	3.105211
chr17	1026501	3.105894
chr17	1026924	3.109828
chr17	1027279	3.113149
chr17	1027293	3.11328
chr17	1027636	3.116491
chr17	1027711	3.117469
chr17	1027762	3.118236
chr17	1027976	3.121993
chr17	1028697	3.134692
chr17	1028753	3.135678
chr17	1028783	3.136207
chr17	1033060	3.211552
chr17	1033611	3.21709
chr17	1037465	3.255757
chr17	1037830	3.259419
chr17	1038199	3.26341
chr17	1038406	3.265803
chr17	1038952	3.272113
chr17	1038993	3.272555
chr17	1039839	3.28045
chr17	1040135	3.283194
chr17	1041306	3.2903
chr17	1041820	3.29088
chr17	1042324	3.291446
chr17	1043993	3.293329
chr17	1044909	3.294367
chr17	1045050	3.29453
chr17	1045331	3.294861
chr17	1045572	3.295542
chr17	1046657	3.296772
chr17	1046951	3.297039
chr17	1047157	3.297209
chr17	1047239	3.297275
chr17	1047327	3.297343
chr17	1047435	3.297427
chr17	1047464	3.297449
chr17	1047538	3.297506
chr17	1047567	3.297528
chr17	1047718	3.297644
chr17	1048180	3.298012
chr17	1048249	3.298104
chr17	1048467	3.298536
chr17	1049103	3.300171
chr17	1049125	3.300335
chr17	1050216	3.312683
chr17	1050420	3.31518
chr17	1050497	3.316121
chr17	1050763	3.31952
chr17	1056275	3.363287
chr17	1056981	3.365338
chr17	1058660	3.366134
chr17	1060462	3.366835
chr17	1062074	3.36746
chr17	1067173	3.369393
chr17	1067857	3.369841
chr17	1072199	3.372728
chr17	1075413	3.418021
chr17	1077973	3.423798
chr17	1077999	3.42386
chr17	1078372	3.424787
chr17	1081077	3.431333
chr17	1083502	3.437197
chr17	1083911	3.438906
chr17	1083981	3.43935
chr17	1084000	3.439518
chr17	1087650	3.473558
chr17	1087724	3.474162
chr17	1087825	3.474886
chr17	1090360	3.48126
chr17	1091495	3.482021
chr17	1091572	3.48207
chr17	1092626	3.482689
chr17	1093795	3.483377
chr17	1094020	3.483512
chr17	1094312	3.483709
chr17	1094353	3.483754
chr17	1095529	3.485772
chr17	1095630	3.486003
chr17	1096038	3.486942
chr17	1096387	3.487475
chr17	1097780	3.488538
chr17	1098470	3.489023
chr17	1098770	3.489234
chr17	1099606	3.489819
chr17	1100168	3.490219
chr17	1100187	3.490237
chr17	1100340	3.490415
chr17	1100371	3.490592
chr17	1100471	3.491495
chr17	1100868	3.495397
chr17	1101712	3.504366
chr17	1103206	3.519325
chr17	1103450	3.520791
chr17	1103488	3.520974
chr17	1103918	3.52256
chr17	1104059	3.523082
chr17	1104300	3.523836
chr17	1104914	3.525728
chr17	1105916	3.528912
chr17	1106131	3.5296
chr17	1107238	3.533145
chr17	1110664	3.544151
chr17	1113008	3.551689
chr17	1115252	3.558907
chr17	1116444	3.562743
chr17	1116655	3.563423
chr17	1116943	3.56435
chr17	1119591	3.572761
chr17	1121190	3.578079
chr17	1121348	3.5786
chr17	1121408	3.578797
chr17	1122827	3.583895
chr17	1123182	3.585054
chr17	1123763	3.586948
chr17	1124497	3.588313
chr17	1130376	3.591797
chr17	1133917	3.59391
chr17	1133944	3.59393
chr17	1139752	3.599122
chr17	1144177	3.609097
chr17	1145673	3.612593
chr17	1146088	3.613563
chr17	1150950	3.624899
chr17	1154953	3.634699
chr17	1155550	3.636967
chr17	1155568	3.637058
chr17	1156736	3.643843
chr17	1157969	3.656841
chr17	1159083	3.668584
chr17	1161220	3.6912
chr17	1162319	3.702831
chr17	1165099	3.732253
chr17	1168330	3.750742
chr17	1168620	3.752402
chr17	1169403	3.756881
chr17	1170009	3.760346
chr17	1170069	3.760689
chr17	1170144	3.761118
chr17	1172113	3.772376
chr17	1174977	3.788749
chr17	1176906	3.800014
chr17	1181037	3.837075
chr17	1181230	3.838771
chr17	1181413	3.840097
chr17	1181435	3.840191
chr17	1181671	3.840665
chr17	1182122	3.841206
chr17	1182128	3.841213
chr17	1183014	3.842233
chr17	1183188	3.842413
chr17	1184515	3.84366
chr17	1185025	3.844147
chr17	1186979	3.846115
chr17	1187511	3.847245
chr17	1187881	3.848201
chr17	1188581	3.850358
chr17	1189125	3.852048
chr17	1189998	3.854774
chr17	1190825	3.857379
chr17	1191067	3.858191
chr17	1191846	3.861075
chr17	1193501	3.867969
chr17	1193561	3.86845
chr17	1193636	3.869166
chr17	1194090	3.873566
chr17	1195318	3.885466
chr17	1195397	3.886227
chr17	1195430	3.88641
chr17	1197175	3.89164
chr17	1197705	3.892369
chr17	1198288	3.89317
chr17	1199303	3.894116
chr17	1200312	3.895057
chr17	1200728	3.895443
chr17	1200915	3.895601
chr17	1201426	3.895998
chr17	1202460	3.896753
chr17	1206311	3.89953
chr17	1209733	3.901996
chr17	1209892	3.902111
chr17	1211616	3.903353
chr17	1211779	3.90347
chr17	1213307	3.90457
chr17	1213697	3.90485
chr17	1214833	3.905659
chr17	1215637	3.906231
chr17	1216532	3.906868
chr17	1216579	3.906905
chr17	1217096	3.907392
chr17	1217246	3.907749
chr17	1217503	3.90865
chr17	1218296	3.912138
chr17	1218393	3.912665
chr17	1220388	3.925533
chr17	1250564	4.120191
chr17	1250760	4.121456
chr17	1250862	4.122114
chr17	1251242	4.124532
chr17	1252494	4.1316
chr17	1253002	4.134281
chr17	1254434	4.140999
chr17	1255002	4.143661
chr17	1256292	4.149672
chr17	1258809	4.161203
chr17	1258904	4.161812
chr17	1259304	4.164633
chr17	1259380	4.165267
chr17	1259611	4.167425
chr17	1260498	4.175936
chr17	1260679	4.177718
chr17	1261003	4.180976
chr17	1265382	4.225659
chr17	1273708	4.310651
chr17	1278872	4.363395
chr17	1280060	4.364195
chr17	1280170	4.364267
chr17	1281276	4.36499
chr17	1285976	4.36804
chr17	1286033	4.368098
chr17	1291704	4.375801
chr17	1291747	4.375845
chr17	1292794	4.376535
chr17	1293747	4.377194
chr17	1294263	4.378062
chr17	1295130	4.379556
chr17	1295205	4.379693
chr17	1297158	4.383394
chr17	1297399	4.383887
chr17	1299997	4.389243
chr17	1300323	4.389931
chr17	1300387	4.390099
chr17	1300830	4.391598
chr17	1300897	4.39183
chr17	1300997	4.392181
chr17	1301118	4.392607
chr17	1301570	4.3942
chr17	1302626	4.397923
chr17	1302748	4.398358
chr17	1302761	4.398404
chr17	1304173	4.403381
chr17	1304420	4.404238
chr17	1304425	4.404255
chr17	1305868	4.40924
chr17	1306574	4.41366
chr17	1306653	4.414388
chr17	1306695	4.414775
chr17	1307011	4.417696
chr17	1307207	4.419816
chr17	1312628	4.458691
chr17	1314305	4.460844
chr17	1315319	4.462145
chr17	1315754	4.462686
chr17	1317027	4.464116
chr17	1317078	4.464166
chr17	1320563	4.466997
chr17	1321442	4.467619
chr17	1322503	4.46837
chr17	1325642	4.470605
chr17	1325656	4.470615
chr17	1325928	4.470811
chr17	1327046	4.471626
chr17	1327774	4.47216
chr17	1328060	4.472426
chr17	1328472	4.472809
chr17	1329449	4.473526
chr17	1329773	4.474535
chr17	1329804	4.4746
chr17	1329945	4.474772
chr17	1330172	4.474936
chr17	1330262	4.475
chr17	1330321	4.475043
chr17	1330341	4.475058
chr17	1330554	4.475213
chr17	1330752	4.475358
chr17	1330981	4.475537
chr17	1331743	4.476363
chr17	1331771	4.476391
chr17	1332023	4.476639
chr17	1332433	4.477028
chr17	1333662	4.478182
chr17	1334760	4.479301
chr17	1335567	4.480133
chr17	1336499	4.481149
chr17	1336652	4.481284
chr17	1337399	4.481906
chr17	1337649	4.482097
chr17	1337800	4.482208
chr17	1337877	4.482259
chr17	1337899	4.482272
chr17	1338011	4.482329
chr17	1338018	4.482331
chr17	1338940	4.482679
chr17	1339729	4.482976
chr17	1340146	4.483145
chr17	1340254	4.483213
chr17	1340295	4.483249
chr17	1340647	4.483858
chr17	1340685	4.483924
chr17	1341545	4.48571
chr17	1341698	4.485835
chr17	1345098	4.488323
chr17	1345172	4.488343
chr17	1346483	4.488553
chr17	1351581	4.488762
chr17	1352208	4.488787
chr17	1360904	4.489143
chr17	1361770	4.489701
chr17	1362218	4.489719
chr17	1364178	4.4898
chr17	1364563	4.489816
chr17	1365275	4.489845
chr17	1365389	4.48985
chr17	1367086	4.48992
chr17	1367133	4.489924
chr17	1367268	4.48994
chr17	1367904	4.490061
chr17	1368941	4.490766
chr17	1369605	4.490883
chr17	1370028	4.490972
chr17	1371069	4.491143
chr17	1371435	4.491203
chr17	1371519	4.491218
chr17	1371753	4.491362
chr17	1372205	4.491641
chr17	1372546	4.491851
chr17	1373292	4.492047
chr17	1373830	4.492154
chr17	1375001	4.492345
chr17	1375274	4.492467
chr17	1375406	4.492526
chr17	1375803	4.492793
chr17	1376129	4.493096
chr17	1376815	4.493099
chr17	1376901	4.4931
chr17	1376985	4.4931
chr17	1377195	4.493101
chr17	1378223	4.493106
chr17	1378570	4.493108
chr17	1379007	4.49311
chr17	1379685	4.493113
chr17	1380621	4.493118
chr17	1380704	4.493121
chr17	1381028	4.493777
chr17	1385661	4.493816
chr17	1386455	4.493822
chr17	1390769	4.493858
chr17	1391192	4.493861
chr17	1391320	4.493863
chr17	1391601	4.493873
chr17	1392709	4.494343
chr17	1394178	4.494366
chr17	1394312	4.494368
chr17	1394683	4.494374
chr17	1396489	4.494402
chr17	1396615	4.494404
chr17	1397541	4.494422
chr17	1397646	4.49443
chr17	1398516	4.495853
chr17	1399178	4.496414
chr17	1405534	4.502364
chr17	1406556	4.503628
chr17	1406939	4.504119
chr17	1412415	4.510778
chr17	1414467	4.513275
chr17	1416819	4.514694
chr17	1416851	4.514707
chr17	1422003	4.516773
chr17	1424421	4.516968
chr17	1428512	4.517278
chr17	1429260	4.517329
chr17	1433088	4.517594
chr17	1433113	4.517596
chr17	1438187	4.517905
chr17	1445695	4.518024
chr17	1445740	4.518024
chr17	1449135	4.518076
chr17	1449144	4.518077
chr17	1449407	4.518081
chr17	1452257	4.518128
chr17	1453285	4.518157
chr17	1454829	4.518269
chr17	1459986	4.519853
chr17	1460033	4.519891
chr17	1460224	4.520105
chr17	1460239	4.520117
chr17	1461304	4.520715
chr17	1461602	4.520876
chr17	1462453	4.521307
chr17	1462667	4.521388
chr17	1463828	4.521744
chr17	1465784	4.522343
chr17	1466285	4.522496
chr17	1467165	4.522766
chr17	1467248	4.522803
chr17	1467426	4.522902
chr17	1467829	4.523263
chr17	1468458	4.52429
chr17	1468741	4.525441
chr17	1469676	4.532845
chr17	1469693	4.532983
chr17	1471209	4.545241
chr17	1471555	4.547909
chr17	1475842	4.576227
chr17	1475959	4.576903
chr17	1477711	4.585764
chr17	1480599	4.599328
chr17	1484390	4.633813
chr17	1487205	4.659428
chr17	1490192	4.67364
chr17	1492903	4.677412
chr17	1494443	4.679129
chr17	1494462	4.679154
chr17	1495006	4.679944
chr17	1497598	4.684393
chr17	1498319	4.685536
chr17	1498669	4.685901
chr17	1498991	4.686199
chr17	1499932	4.686839
chr17	1500183	4.687008
chr17	1504087	4.688832
chr17	1504582	4.689063
chr17	1504603	4.689073
chr17	1506593	4.689912
chr17	1506965	4.690009
chr17	1508303	4.690251
chr17	1510552	4.690655
chr17	1511296	4.690788
chr17	1511547	4.690834
chr17	1512616	4.691029
chr17	1513164	4.691133
chr17	1518096	4.692109
chr17	1520051	4.692489
chr17	1520272	4.692532
chr17	1521654	4.692792
chr17	1523058	4.693056
chr17	1526336	4.693669
chr17	1526393	4.693714
chr17	1527055	4.694449
chr17	1527118	4.694472
chr17	1527220	4.694478
chr17	1530464	4.69452
chr17	1530606	4.694522
chr17	1530619	4.694522
chr17	1531817	4.694537
chr17	1532956	4.694552
chr17	1533282	4.694556
chr17	1533440	4.694559
chr17	1533462	4.694559
chr17	1533880	4.694578
chr17	1533984	4.694588
chr17	1534040	4.694595
