chr	pos	cM
chr21	13656909	1.018596
chr21	13661508	1.018992
chr21	13663984	1.019207
chr21	13664098	1.019217
chr21	13667897	1.019569
chr21	13674598	1.020304
chr21	13675314	1.020613
chr21	13680491	1.02254
chr21	13681463	1.026078
chr21	13681598	1.026572
chr21	13681655	1.026781
chr21	13683163	1.032326
chr21	13688983	1.035436
chr21	13690648	1.036304
chr21	13692641	1.037317
chr21	13703328	1.042661
chr21	13704932	1.043463
chr21	13710296	1.046151
chr21	13710595	1.04642
chr21	13714959	1.050334
chr21	13715808	1.054433
chr21	13733164	1.144924
chr21	13737637	1.15086
chr21	13738504	1.152013
chr21	13741066	1.1554
chr21	13741385	1.15582
chr21	13744391	1.159774
chr21	13747554	1.163919
chr21	13753572	1.171789
chr21	13757057	1.176346
chr21	13759097	1.179012
chr21	13762048	1.182872
chr21	13763522	1.184805
chr21	13763605	1.184916
chr21	13765257	1.187172
chr21	13766169	1.1885
chr21	13766936	1.189671
chr21	13768800	1.192695
chr21	13769631	1.19404
chr21	13771299	1.196776
chr21	13772989	1.199594
chr21	13773682	1.200536
chr21	13775809	1.202724
chr21	13776312	1.203421
chr21	13779325	1.207573
chr21	13780077	1.208608
chr21	13780201	1.208781
chr21	13780576	1.209305
chr21	13780602	1.209342
chr21	13780720	1.209509
chr21	13781203	1.210199
chr21	13781671	1.210918
chr21	13781837	1.211407
chr21	13781870	1.211543
chr21	13793448	1.259235
chr21	13793970	1.260212
chr21	13794483	1.260661
chr21	13795569	1.261347
chr21	13797246	1.2624
chr21	13797634	1.262651
chr21	13797664	1.26267
chr21	13797858	1.262795
chr21	13798512	1.263213
chr21	13799325	1.263711
chr21	13802090	1.265403
chr21	13803099	1.266021
chr21	13804567	1.266921
chr21	13807155	1.268507
chr21	13808518	1.269342
chr21	13808921	1.26959
chr21	13808997	1.26989
chr21	13812420	1.28868
chr21	13813849	1.303594
chr21	13813956	1.304482
chr21	13816081	1.31604
chr21	13824326	1.319036
chr21	13826925	1.326112
chr21	13827209	1.326917
chr21	13827283	1.327165
chr21	13827490	1.328059
chr21	13827562	1.328592
chr21	13828759	1.339201
chr21	13828911	1.340537
chr21	13830949	1.351228
chr21	13831114	1.351973
chr21	13831480	1.353268
chr21	13831966	1.353924
chr21	13832228	1.354188
chr21	13833696	1.355509
chr21	13834363	1.356111
chr21	13835484	1.357133
chr21	13835539	1.357185
chr21	13835732	1.357378
chr21	13836460	1.358136
chr21	13837028	1.358729
chr21	13839951	1.361777
chr21	13841875	1.363788
chr21	13841993	1.363916
chr21	13842387	1.364364
chr21	13843493	1.36577
chr21	13843789	1.366178
chr21	13846415	1.369995
chr21	13846585	1.370242
chr21	13856032	1.43088
chr21	13863028	1.475784
chr21	13863619	1.476799
chr21	13865800	1.4788
chr21	13869031	1.481763
chr21	13869041	1.481772
chr21	13872573	1.485011
chr21	13885824	1.497092
chr21	13887992	1.498953
chr21	13893403	1.503558
chr21	13894619	1.504594
chr21	13897108	1.506715
chr21	13897762	1.50728
chr21	13899164	1.508522
chr21	13899368	1.508732
chr21	13900137	1.509625
chr21	13901900	1.511672
chr21	13902170	1.511986
chr21	13903660	1.515984
chr21	13906267	1.531645
chr21	13906486	1.532974
chr21	13906949	1.535786
chr21	13916320	1.592735
chr21	13917037	1.59554
chr21	13920043	1.606728
chr21	13920507	1.608038
chr21	13922145	1.608898
chr21	13929474	1.61277
chr21	13930012	1.613002
chr21	13937085	1.615406
chr21	13937396	1.615512
chr21	13941654	1.616959
chr21	13944540	1.61794
chr21	13947488	1.618951
chr21	13950515	1.61999
chr21	13956012	1.626163
chr21	13958155	1.628669
chr21	13959104	1.629757
chr21	13959157	1.629818
chr21	13959704	1.630446
chr21	13959712	1.630456
chr21	13960707	1.631596
chr21	13961259	1.632226
chr21	13961379	1.632363
chr21	13963940	1.63528
chr21	13964098	1.63546
chr21	13964132	1.635499
chr21	13964466	1.635871
chr21	13964764	1.636201
chr21	13966578	1.638191
chr21	13967777	1.6395
chr21	13968562	1.640387
chr21	13968910	1.640959
chr21	13969206	1.641909
chr21	13974672	1.670125
chr21	13980560	1.70056
chr21	13986583	1.713308
chr21	13996028	1.72862
chr21	13998542	1.732695
chr21	14000686	1.736174
chr21	14000757	1.736289
chr21	14001720	1.737854
chr21	14003186	1.74031
chr21	14006460	1.746726
chr21	14008197	1.750415
chr21	14008456	1.751001
chr21	14009146	1.752693
chr21	14009552	1.753884
chr21	14009586	1.753982
chr21	14012214	1.761428
chr21	14013702	1.765668
chr21	14014161	1.767018
chr21	14017400	1.776581
chr21	14018524	1.778358
chr21	14021644	1.780439
chr21	14022866	1.780817
chr21	14028297	1.782399
chr21	14030557	1.783057
chr21	14034348	1.784159
chr21	14035713	1.784614
chr21	14037079	1.785143
chr21	14038059	1.78562
chr21	14038738	1.78629
chr21	14039175	1.786721
chr21	14040078	1.787555
chr21	14040510	1.787673
chr21	14040570	1.787686
chr21	14044006	1.788225
chr21	14045474	1.788371
chr21	14048411	1.788573
chr21	14051307	1.788723
chr21	14052047	1.788748
chr21	14052543	1.788761
chr21	14055791	1.788844
chr21	14064154	1.78906
chr21	14064420	1.789106
chr21	14070026	1.791228
chr21	14071614	1.791999
chr21	14073147	1.792862
chr21	14074130	1.793412
chr21	14074891	1.793836
chr21	14075661	1.794258
chr21	14076239	1.794575
chr21	14076278	1.794687
chr21	14076419	1.796968
chr21	14076683	1.801439
chr21	14076962	1.806164
chr21	14080030	1.858121
chr21	14080324	1.8631
chr21	14080654	1.86866
chr21	14082282	1.896043
chr21	14086358	1.896483
chr21	14086964	1.896549
chr21	14087115	1.896565
chr21	14090183	1.896897
chr21	14091635	1.897054
chr21	14097207	1.897665
chr21	14099727	1.898634
chr21	14100162	1.89896
chr21	14100619	1.899304
chr21	14100642	1.899321
chr21	14101625	1.90003
chr21	14101832	1.900153
chr21	14101854	1.900164
chr21	14102366	1.900353
chr21	14102670	1.900455
chr21	14102828	1.900506
chr21	14103023	1.900566
chr21	14103194	1.900618
chr21	14104055	1.900885
chr21	14104569	1.901067
chr21	14107216	1.902554
chr21	14109044	1.902928
chr21	14110284	1.903178
chr21	14110397	1.903202
chr21	14111690	1.903472
chr21	14115660	1.904351
chr21	14117445	1.905962
chr21	14117522	1.906029
chr21	14118706	1.907037
chr21	14118929	1.907177
chr21	14118973	1.907207
chr21	14119239	1.907427
chr21	14119452	1.907588
chr21	14119497	1.90762
chr21	14119550	1.907656
chr21	14119862	1.907821
chr21	14120532	1.908121
chr21	14121040	1.908335
chr21	14121229	1.908374
chr21	14122133	1.908395
chr21	14122300	1.908398
chr21	14122331	1.908399
chr21	14122460	1.908402
chr21	14122634	1.908405
chr21	14122679	1.908406
chr21	14123430	1.90842
chr21	14125076	1.908449
chr21	14125585	1.908458
chr21	14127289	1.909035
chr21	14127358	1.909059
chr21	14127475	1.909098
chr21	14127829	1.909124
chr21	14128050	1.909138
chr21	14128081	1.90914
chr21	14128105	1.909142
chr21	14128233	1.909149
chr21	14128251	1.90915
chr21	14128280	1.909152
chr21	14128964	1.909195
chr21	14129201	1.909212
chr21	14130371	1.909314
chr21	14130591	1.909333
chr21	14131685	1.90954
chr21	14134273	1.910068
chr21	14134725	1.910161
chr21	14135278	1.910274
chr21	14135648	1.910349
chr21	14137849	1.910798
chr21	14138259	1.910882
chr21	14138544	1.91094
chr21	14138677	1.911024
chr21	14138714	1.911047
chr21	14140677	1.912532
chr21	14141692	1.913274
chr21	14143522	1.91458
chr21	14144009	1.914922
chr21	14145782	1.91618
chr21	14146031	1.916358
chr21	14147944	1.917743
chr21	14149317	1.918789
chr21	14151450	1.920412
chr21	14153769	1.922219
chr21	14155296	1.924166
chr21	14158871	1.929671
chr21	14159522	1.930157
chr21	14159914	1.930421
chr21	14162316	1.931916
chr21	14164227	1.932665
chr21	14165623	1.932775
chr21	14172919	1.933345
chr21	14173029	1.933356
chr21	14173679	1.933454
chr21	14176349	1.934287
chr21	14176418	1.93431
chr21	14176477	1.934331
chr21	14176693	1.934415
chr21	14177206	1.934649
chr21	14177861	1.934948
chr21	14178114	1.935
chr21	14180672	1.935211
chr21	14180791	1.935221
chr21	14181208	1.935257
chr21	14181709	1.935301
chr21	14182029	1.935329
chr21	14186143	1.935711
chr21	14186463	1.935748
chr21	14186901	1.935799
chr21	14187133	1.935828
chr21	14187839	1.93592
chr21	14189114	1.936229
chr21	14189460	1.936319
chr21	14190334	1.936901
chr21	14190837	1.937355
chr21	14191461	1.937527
chr21	14194665	1.938019
chr21	14198534	1.939307
chr21	14199640	1.939635
chr21	14201385	1.940967
chr21	14204215	1.943717
chr21	14205556	1.945103
chr21	14208013	1.947675
chr21	14208433	1.948106
chr21	14208506	1.94818
chr21	14209486	1.949158
chr21	14211308	1.950975
chr21	14211620	1.951671
chr21	14211967	1.953221
chr21	14214554	1.997349
chr21	14215892	2.020175
chr21	14216846	2.036443
chr21	14216958	2.038346
chr21	14217224	2.042676
chr21	14217613	2.047865
chr21	14217619	2.047946
chr21	14219368	2.061242
chr21	14220716	2.062368
chr21	14221642	2.063144
chr21	14222050	2.063485
chr21	14222144	2.063588
chr21	14222174	2.063627
chr21	14222790	2.064536
chr21	14222874	2.064659
chr21	14223405	2.06544
chr21	14223824	2.066056
chr21	14224451	2.066977
chr21	14225214	2.068096
chr21	14225573	2.070967
chr21	14225716	2.071131
chr21	14227444	2.072336
chr21	14227642	2.072445
chr21	14227733	2.072462
chr21	14227889	2.072481
chr21	14228274	2.072526
chr21	14228884	2.073111
chr21	14231098	2.07316
chr21	14231268	2.073164
chr21	14231469	2.073168
chr21	14231678	2.073173
chr21	14231749	2.073762
chr21	14231906	2.073765
chr21	14232291	2.073772
chr21	14232580	2.073778
chr21	14232762	2.073781
chr21	14232844	2.073783
chr21	14232991	2.073786
chr21	14233066	2.073787
chr21	14233453	2.073937
chr21	14233807	2.074502
chr21	14234033	2.074506
chr21	14234305	2.07451
chr21	14234436	2.074521
chr21	14236237	2.075027
chr21	14236532	2.075047
chr21	14236658	2.075051
chr21	14236734	2.075052
chr21	14236965	2.075056
chr21	14237492	2.075062
chr21	14238110	2.075069
chr21	14238895	2.075077
chr21	14239217	2.075081
chr21	14239323	2.075082
chr21	14239478	2.075084
chr21	14239999	2.07509
chr21	14240443	2.075095
chr21	14240878	2.075144
chr21	14240919	2.075161
chr21	14241239	2.075402
chr21	14242899	2.07677
chr21	14243055	2.076839
chr21	14243179	2.076878
chr21	14243534	2.07691
chr21	14244308	2.07697
chr21	14244408	2.076983
chr21	14244429	2.076993
chr21	14244451	2.077012
chr21	14245123	2.077983
chr21	14245252	2.078751
chr21	14245485	2.079223
chr21	14245760	2.07972
chr21	14245979	2.080108
chr21	14246811	2.081169
chr21	14246858	2.08119
chr21	14247145	2.081191
chr21	14248070	2.081196
chr21	14248118	2.081196
chr21	14248374	2.081197
chr21	14248477	2.081198
chr21	14248839	2.081199
chr21	14251120	2.08121
chr21	14251800	2.081213
chr21	14251896	2.081214
chr21	14252121	2.081215
chr21	14252326	2.081216
chr21	14252654	2.081217
chr21	14252920	2.081218
chr21	14254258	2.081225
chr21	14254270	2.081225
chr21	14254339	2.081225
chr21	14254393	2.08123
chr21	14254838	2.081704
chr21	14255063	2.082316
chr21	14255148	2.082316
chr21	14255231	2.082317
chr21	14255289	2.082317
chr21	14255354	2.082317
chr21	14255500	2.082317
chr21	14255834	2.082318
chr21	14256347	2.08232
chr21	14256498	2.08232
chr21	14256853	2.082321
chr21	14256944	2.082321
chr21	14257220	2.082322
chr21	14257605	2.082323
chr21	14257961	2.082324
chr21	14257971	2.082324
chr21	14258421	2.082325
chr21	14258491	2.082325
chr21	14259172	2.082327
chr21	14259680	2.082329
chr21	14259820	2.082329
chr21	14259866	2.082329
chr21	14259892	2.082337
chr21	14260335	2.083066
chr21	14260824	2.083071
chr21	14261268	2.083077
chr21	14261373	2.083078
chr21	14261721	2.083104
chr21	14261983	2.083124
chr21	14263319	2.083552
chr21	14263552	2.083632
chr21	14263659	2.083699
chr21	14264966	2.085003
chr21	14266277	2.086325
chr21	14266961	2.086731
chr21	14267998	2.087537
chr21	14268560	2.08796
chr21	14269507	2.088446
chr21	14269531	2.088459
chr21	14269785	2.088594
chr21	14270355	2.088923
chr21	14271591	2.089754
chr21	14272018	2.090157
chr21	14272030	2.090169
chr21	14272372	2.090532
chr21	14273156	2.091378
chr21	14273209	2.091435
chr21	14273260	2.091495
chr21	14273739	2.092092
chr21	14274076	2.092527
chr21	14274084	2.092537
chr21	14275026	2.093773
chr21	14275032	2.093781
chr21	14275110	2.093889
chr21	14275240	2.094074
chr21	14275833	2.094916
chr21	14275858	2.094971
chr21	14276071	2.095858
chr21	14276081	2.095899
chr21	14276164	2.096246
chr21	14276354	2.097037
chr21	14276911	2.097859
chr21	14276998	2.097986
chr21	14277201	2.098277
chr21	14277351	2.098489
chr21	14277798	2.099108
chr21	14278044	2.099446
chr21	14278260	2.099737
chr21	14278617	2.100212
chr21	14279839	2.101821
chr21	14280926	2.103242
chr21	14282180	2.104876
chr21	14282465	2.10525
chr21	14283731	2.108737
chr21	14285390	2.113411
chr21	14286052	2.114496
chr21	14286608	2.115406
chr21	14287033	2.115964
chr21	14287410	2.116449
chr21	14288218	2.117477
chr21	14289810	2.119464
chr21	14291930	2.122103
chr21	14294416	2.125402
chr21	14294855	2.125992
chr21	14295024	2.126231
chr21	14295512	2.128373
chr21	14296063	2.132267
chr21	14296215	2.13402
chr21	14297912	2.145799
chr21	14298703	2.146731
chr21	14299334	2.147467
chr21	14299514	2.147673
chr21	14299523	2.14768
chr21	14300055	2.147907
chr21	14300189	2.147964
chr21	14301911	2.14868
chr21	14302275	2.148833
chr21	14302311	2.148848
chr21	14303623	2.14941
chr21	14303667	2.149429
chr21	14304015	2.149587
chr21	14304149	2.149655
chr21	14304262	2.14972
chr21	14304862	2.15013
chr21	14304910	2.150176
chr21	14304924	2.150192
chr21	14306403	2.152336
chr21	14307976	2.154555
chr21	14308498	2.155178
chr21	14309461	2.15632
chr21	14309480	2.156343
chr21	14309673	2.156587
chr21	14309711	2.156633
chr21	14310012	2.156971
chr21	14310407	2.157201
chr21	14310809	2.157411
chr21	14311521	2.157791
chr21	14311933	2.158029
chr21	14312100	2.158138
chr21	14312233	2.158229
chr21	14312377	2.158335
chr21	14312861	2.158695
chr21	14313131	2.158905
chr21	14313472	2.159179
chr21	14313547	2.15924
chr21	14313663	2.159335
chr21	14313938	2.159564
chr21	14314684	2.160197
chr21	14314874	2.160452
chr21	14315172	2.160894
chr21	14315466	2.161495
chr21	14315712	2.162015
chr21	14315720	2.162033
chr21	14315948	2.162524
chr21	14317825	2.166477
chr21	14317874	2.166572
chr21	14317943	2.166661
chr21	14318070	2.166758
chr21	14318811	2.167152
chr21	14319663	2.167608
chr21	14319749	2.167657
chr21	14319789	2.167683
chr21	14320215	2.167984
chr21	14321096	2.168901
chr21	14321155	2.168958
chr21	14321512	2.169272
chr21	14321956	2.169583
chr21	14322262	2.169784
chr21	14323881	2.170848
chr21	14323944	2.170889
chr21	14323950	2.170893
chr21	14323994	2.170919
chr21	14324721	2.171351
chr21	14324922	2.171469
chr21	14325117	2.171573
chr21	14326487	2.17224
chr21	14326573	2.172272
chr21	14333233	2.173787
chr21	14333344	2.173812
chr21	14335705	2.174322
chr21	14337093	2.174623
chr21	14337293	2.174672
chr21	14337528	2.174737
chr21	14337696	2.174806
chr21	14338713	2.175376
chr21	14339033	2.175607
chr21	14339219	2.175741
chr21	14339246	2.175763
chr21	14339451	2.175936
chr21	14339463	2.175946
chr21	14339704	2.176157
chr21	14340034	2.176435
chr21	14340089	2.176489
chr21	14340339	2.176779
chr21	14341223	2.177443
chr21	14341362	2.177544
chr21	14341437	2.177596
chr21	14341751	2.177809
chr21	14341851	2.177873
chr21	14342876	2.178492
chr21	14342948	2.178534
chr21	14342975	2.17855
chr21	14343605	2.178914
chr21	14343688	2.178966
chr21	14343964	2.179157
chr21	14344003	2.179183
chr21	14344068	2.179224
chr21	14344106	2.179246
chr21	14345005	2.179773
chr21	14345081	2.179817
chr21	14345473	2.180047
chr21	14346742	2.180788
chr21	14348082	2.181569
chr21	14348176	2.181624
chr21	14348237	2.18166
chr21	14348400	2.181754
chr21	14348468	2.181794
chr21	14349317	2.182282
chr21	14349963	2.18266
chr21	14350611	2.183003
chr21	14351297	2.183315
chr21	14352607	2.18391
chr21	14352841	2.184016
chr21	14353321	2.184236
chr21	14353547	2.184346
chr21	14353681	2.184608
chr21	14354145	2.185574
chr21	14356253	2.239935
chr21	14356476	2.241976
chr21	14356879	2.245658
chr21	14357314	2.246155
chr21	14357454	2.246277
chr21	14357816	2.246534
chr21	14357871	2.24657
chr21	14359037	2.247286
chr21	14359232	2.247406
chr21	14359585	2.247617
chr21	14359703	2.247685
chr21	14360489	2.248129
chr21	14361383	2.248619
chr21	14361991	2.248948
chr21	14363354	2.249682
chr21	14363584	2.249786
chr21	14363587	2.249786
chr21	14364366	2.249913
chr21	14364617	2.249945
chr21	14364790	2.249963
chr21	14365604	2.250039
chr21	14365736	2.250051
chr21	14366208	2.250094
chr21	14367064	2.250171
chr21	14367708	2.250229
chr21	14367778	2.250235
chr21	14367787	2.250236
chr21	14367842	2.250241
chr21	14368262	2.250279
chr21	14368460	2.250297
chr21	14368495	2.2503
chr21	14368752	2.250323
chr21	14369049	2.25035
chr21	14369099	2.250355
chr21	14369446	2.250386
chr21	14371065	2.250533
chr21	14372273	2.250647
chr21	14372446	2.250664
chr21	14372785	2.250695
chr21	14372801	2.250697
chr21	14372855	2.250702
chr21	14372948	2.25071
chr21	14373069	2.250722
chr21	14373569	2.25077
chr21	14373989	2.250811
chr21	14374736	2.250885
chr21	14374778	2.250904
chr21	14375182	2.251093
chr21	14375836	2.251716
chr21	14375865	2.251744
chr21	14377536	2.251933
chr21	14378549	2.254393
chr21	14379820	2.254804
chr21	14380699	2.255338
chr21	14380948	2.25551
chr21	14381163	2.255678
chr21	14382257	2.256623
chr21	14382665	2.256975
chr21	14382884	2.257164
chr21	14383500	2.257696
chr21	14385266	2.259216
chr21	14385509	2.259361
chr21	14385694	2.259402
chr21	14386657	2.259513
chr21	14387384	2.259591
chr21	14387765	2.259632
chr21	14388839	2.259748
chr21	14388938	2.259759
chr21	14391891	2.260081
chr21	14391990	2.260091
chr21	14392694	2.260168
chr21	14392725	2.260172
chr21	14393149	2.260232
chr21	14393581	2.260313
chr21	14393594	2.260316
chr21	14393699	2.260345
chr21	14393813	2.260387
chr21	14394061	2.2605
chr21	14394895	2.261284
chr21	14396184	2.262509
chr21	14402408	2.263329
chr21	14402579	2.263352
chr21	14402970	2.263403
chr21	14405176	2.263693
chr21	14406236	2.263833
chr21	14406991	2.263932
chr21	14409126	2.264193
chr21	14412177	2.264549
chr21	14412702	2.264648
chr21	14412900	2.264745
chr21	14413120	2.264867
chr21	14413145	2.264883
chr21	14413950	2.265583
chr21	14415417	2.266451
chr21	14416052	2.266574
chr21	14416062	2.266575
chr21	14417866	2.266799
chr21	14421170	2.267209
chr21	14428641	2.268135
chr21	14434368	2.268846
chr21	14434772	2.268897
chr21	14440282	2.26958
chr21	14441677	2.269755
chr21	14445962	2.270298
chr21	14446317	2.270812
chr21	14449040	2.278376
chr21	14449487	2.280351
chr21	14449624	2.280882
chr21	14450086	2.282949
chr21	14450223	2.283559
chr21	14450953	2.286803
chr21	14451966	2.291358
chr21	14452174	2.292295
chr21	14452411	2.293352
chr21	14452521	2.293835
chr21	14453491	2.29809
chr21	14453963	2.299909
chr21	14456166	2.302544
chr21	14456936	2.303424
chr21	14457361	2.303901
chr21	14457672	2.304247
chr21	14458076	2.304703
chr21	14458257	2.304882
chr21	14458774	2.305344
chr21	14460570	2.306947
chr21	14461505	2.30819
chr21	14464821	2.317857
chr21	14467876	2.330437
chr21	14468506	2.334488
chr21	14468659	2.338941
chr21	14469543	2.365199
chr21	14469618	2.367427
chr21	14469916	2.376278
chr21	14472160	2.442933
chr21	14472731	2.445356
chr21	14473240	2.447423
chr21	14473490	2.448433
chr21	14473502	2.448481
chr21	14473630	2.448989
chr21	14473922	2.450138
chr21	14474084	2.450777
chr21	14475403	2.455705
chr21	14476631	2.457334
chr21	14477384	2.458351
chr21	14477553	2.45858
chr21	14477926	2.459086
chr21	14477971	2.459147
chr21	14478338	2.459645
chr21	14479646	2.461429
chr21	14479756	2.461579
chr21	14479779	2.461611
chr21	14480018	2.461939
chr21	14481086	2.463418
chr21	14481114	2.463457
chr21	14481640	2.464232
chr21	14481942	2.464709
chr21	14482092	2.465153
chr21	14482906	2.470019
chr21	14482965	2.470394
chr21	14483109	2.471353
chr21	14483688	2.475629
chr21	14483774	2.476264
chr21	14484653	2.483841
chr21	14484692	2.484177
chr21	14485104	2.487732
chr21	14485525	2.490944
chr21	14486159	2.492727
chr21	14486238	2.492942
chr21	14486291	2.493064
chr21	14486376	2.49326
chr21	14487049	2.494663
chr21	14487129	2.494812
chr21	14487231	2.494988
chr21	14487311	2.495126
chr21	14487832	2.496034
chr21	14489134	2.498144
chr21	14489274	2.498738
chr21	14489319	2.49926
chr21	14489755	2.504345
chr21	14490170	2.510104
chr21	14490263	2.51142
chr21	14490354	2.512965
chr21	14490380	2.513539
chr21	14491653	2.577551
chr21	14491662	2.578003
chr21	14492024	2.596206
chr21	14492802	2.635328
chr21	14493069	2.636041
chr21	14493070	2.636043
chr21	14493942	2.637757
chr21	14493993	2.637858
chr21	14494814	2.639478
chr21	14495080	2.640007
chr21	14495239	2.640326
chr21	14495425	2.640702
chr21	14495505	2.640864
chr21	14495774	2.641416
chr21	14497168	2.644296
chr21	14497272	2.644584
chr21	14497565	2.645483
chr21	14497677	2.645831
chr21	14497850	2.646379
chr21	14498317	2.647114
chr21	14498745	2.64774
chr21	14499467	2.648803
chr21	14499672	2.649075
chr21	14499728	2.649148
chr21	14501462	2.651351
chr21	14502548	2.65188
chr21	14502784	2.651957
chr21	14502787	2.651958
chr21	14503021	2.652021
chr21	14503928	2.652264
chr21	14503979	2.652278
chr21	14505451	2.652673
chr21	14512154	2.658908
chr21	14512628	2.65935
chr21	14512713	2.659433
chr21	14512783	2.659501
chr21	14512953	2.660343
chr21	14513327	2.660881
chr21	14513428	2.660917
chr21	14513498	2.660928
chr21	14514598	2.661058
chr21	14514629	2.661061
chr21	14517213	2.661368
chr21	14517232	2.661375
chr21	14517747	2.661698
chr21	14517899	2.661781
chr21	14517912	2.661788
chr21	14518150	2.661905
